name,moviestatus,criticstatus,userstatus,link
95ers: Time Runners,0,0,0,95ers_time_runners
The Brain Machine,0,0,0,the_brain_machine
Death of a Ninja,0,0,0,death_of_a_ninja
Return Of The Ape Man,0,0,0,return_of_the_ape_man
Click,0,0,0,click
Planzet,0,0,0,planzet
Extraterrestrial,0,0,0,extraterrestrial
Sleeper,0,0,0,sleeper
Digital Man,0,0,0,digital_man
Mutant Species,0,0,0,mutant_species
The Cold Room,0,0,0,the_cold_room
Savior,0,0,0,savior
LFO: The Movie,0,0,0,lfo_the_movie
The Phoenix Project,0,0,0,the_phoenix_project
The Atomic City,0,0,0,the_atomic_city
Prototype,0,0,0,prototype
Legends From the Sky,0,0,0,legends_from_the_sky
Ejecta,0,0,0,ejecta
World of Tomorrow,0,0,0,world_of_tomorrow
Invasion,0,0,0,invasion
Monsters: Dark Continent,0,0,0,monsters_dark_continent
LovecraCked! The Movie,0,0,0,lovecracked_the_movie
Dimensions,0,0,0,dimensions
Baikonur,0,0,0,baikonur
Fullmetal Alchemist: The Sacred Star of Milos,0,0,0,fullmetal_alchemist_the_sacred_star_of_milos
Shock Attack,0,0,0,shock_attack
Silencers,0,0,0,silencers
Unforgettable,0,0,0,unforgettable
Expelled from Paradise,0,0,0,expelled_from_paradise
009-1: The End of the Beginning,0,0,0,009_1_the_end_of_the_beginning
Pokemon: Jirachi Wish Maker,0,0,0,pokemon_jirachi_wish_maker
Advantageous,0,0,0,advantageous
Space Children,0,0,0,space_children
Dawn of the Crescent Moon,0,0,0,dawn_of_the_crescent_moon
Time Barbarians,0,0,0,time_barbarians
Bacon Head,0,0,0,bacon_head
Alien Blood,0,0,0,alien_blood
Space Zombie Bingo,0,0,0,space_zombie_bingo
Nightmare Weekend,0,0,0,nightmare_weekend
Invasion of the Space Preachers,0,0,0,invasion_of_the_space_preachers
Time Warrior,0,0,0,time_warrior
Another Kind,0,0,0,another_kind
Ghost Tears,0,0,0,ghost_tears
Ghost Pain,0,0,0,ghost_pain
Sexy Rangers,0,0,0,sexy_rangers
Terrorvision,0,0,0,terrorvision
The Brain,0,0,0,the_brain
Patrick,0,0,0,patrick
Princess Warrior,0,0,0,princess_warrior
Eye of the Serpent,0,0,0,eye_of_the_serpent
Rock n Roll Space Patrol,0,0,0,rock_n_roll_space_patrol
Narcopolis,0,0,0,narcopolis
Spawn Of The Slithis,0,0,0,spawn_of_the_slithis
Outlaw Prophet,0,0,0,outlaw_prophet
Unearthed,0,0,0,unearthed
Malevil,0,0,0,malevil
Galaxy Invader,0,0,0,galaxy_invader
The Brainiac,0,0,0,the_brainiac
Lady and The Monster,0,0,0,lady_and_the_monster
The Diabolical,0,0,0,the_diabolical
OzLand,0,0,0,ozland
Crumbs,0,0,0,crumbs
Kung Fury,0,0,0,kung_fury
Dead Country,0,0,0,dead_country
I Married a Monster from Outer Space,0,0,0,i_married_a_monster_from_outer_space
Boy & the World,0,0,0,boy_the_world
The Avenging Fist,0,0,0,the_avenging_fist
Army of the Dead,0,0,0,army_of_the_dead
The Pinkie,0,0,0,the_pinkie
It Came From Yesterday,0,0,0,it_came_from_yesterday
Lazer Team,0,0,0,lazer_team
Halo 4: Forward Unto Dawn,0,0,0,halo_4_forward_unto_dawn
Dead Sea,0,0,0,dead_sea
Report 51,0,0,0,report_51
Toward the Terra,0,0,0,toward_the_terra
Genocide,0,0,0,genocide
End of Animal,0,0,0,end_of_animal
They Crawl,0,0,0,they_crawl
Creative Control,0,0,0,creative_control
Second Nature,0,0,0,second_nature
The Easter Bunny Is Comin' to Town,0,0,0,the_easter_bunny_is_comin_to_town
Time Kid,0,0,0,time_kid
The Sender,0,0,0,the_sender
Before the Fall,0,0,0,before_the_fall
Fiend Without a Face,0,0,0,fiend_without_a_face
The Model Couple,0,0,0,the_model_couple
T-Force,0,0,0,t_force
Dreamland,0,0,0,dreamland
Attack of the Gryphon,0,0,0,attack_of_the_gryphon
Cyclops,0,0,0,cyclops
Another,0,0,0,another
The Call Up,0,0,0,the_call_up
The Bowery Boys Meet the Monsters,0,0,0,the_bowery_boys_meet_the_monsters
Five,0,0,0,five
The Sector,0,0,0,the_sector
All Superheroes Must Die 2: The Last Superhero,0,0,0,all_superheroes_must_die_2_the_last_superhero
Demon Pond,0,0,0,demon_pond
The Neanderthal Man,0,0,0,the_neanderthal_man
The Cell 2,0,0,0,the_cell_2
Can of Worms,0,0,0,can_of_worms
Parts Per Billion,0,0,0,parts_per_billion
The Midnight After,0,0,0,the_midnight_after
The Lost Future,0,0,0,the_lost_future
The Man From Ruin,0,0,0,the_man_from_ruin
Chatty Catties,0,0,0,chatty_catties
ARQ,0,0,0,arq
Scintilla,0,0,0,scintilla
Project X,0,0,0,project_x
Daybreak,0,0,0,daybreak
Nukie,0,0,0,nukie
Kanavu Variyam,0,0,0,kanavu_variyam
The Irregular at Magic High School The Movie: The Girl Who Calls the Stars,0,0,0,the_irregular_at_magic_high_school_the_movie_the_girl_who_calls_the_stars
Pirates Of Tortuga- Under The Black Flag,0,0,0,pirates_of_tortuga_under_the_black_flag
Birdemic 2 - The Resurrection,0,0,0,birdemic_2_the_resurrection
Stasis,0,0,0,stasis
Realive,0,0,0,realive
OtherLife,0,0,0,otherlife
Mr. Drake's Duck,0,0,0,mr_drake_s_duck
Kremmen: The Movie,0,0,0,kremmen_the_movie
The White King,0,0,0,the_white_king
The Gene Generation,0,0,0,the_gene_generation
Project Eden: Vol. I,0,0,0,project_eden_vol_i
Rise of the Dinosaurs,0,0,0,rise_of_the_dinosaurs
Shirley Thompson vs. the Aliens,0,0,0,shirley_thompson_vs_the_aliens
Wastelander,0,0,0,wastelander
El Xendra,0,0,0,el_xendra
La Mujer Mas Fea Del Mundo,0,0,0,la_mujer_mas_fea_del_mundo
The Rift: Dark Side of the Moon,0,0,0,the_rift_dark_side_of_the_moon
Kalki,0,0,0,kalki
Manhunt of Mystery Island,0,0,0,manhunt_of_mystery_island
The Humanity Bureau,0,0,0,the_humanity_bureau
d.gomez x m.ramirez x big jay - cortale Prod S0,0,0,0,d_gomez_x_m_ramirez_x_big_jay_cortale_prod_s0
King of the Rocket Men,0,0,0,king_of_the_rocket_men
Genesis,0,0,0,genesis
Lazer Team 2,0,0,0,lazer_team_2
Higher Power,0,0,0,higher_power
The Black Room,0,0,0,the_black_room
The Incubus,0,0,0,the_incubus
Beta,0,0,0,beta
Hungerford,0,0,0,hungerford
The Darkest Dawn,0,0,0,the_darkest_dawn
Hover,0,0,0,hover
Occupation,0,0,0,occupation
Deep Red,0,0,0,deep_red
Abduction,0,0,0,abduction
Phantom,0,0,0,phantom
Elizabeth Harvest,0,0,0,elizabeth_harvest
Robot Revolution,0,0,0,robot_revolution
Through the Lens,0,0,0,through_the_lens
Paralysis,0,0,0,paralysis
The Void,0,0,0,the_void
"UFOTV Presents: Clash of the Geniuses, Inventing the Impossible",0,0,0,ufotv_presents_clash_of_the_geniuses_inventing_the_impossible
Death Kappa,0,0,0,death_kappa
The Robot vs. the Aztec Mummy,0,0,0,the_robot_vs_the_aztec_mummy
The Walking Dead,0,0,0,the_walking_dead
The Heart of the World,0,0,0,the_heart_of_the_world
Prospect,0,0,0,prospect
The Mysterious Island,0,0,0,the_mysterious_island
The Frozen Dead,0,0,0,the_frozen_dead
Carny,0,0,0,carny
SS Doomtrooper,0,0,0,ss_doomtrooper
Star Runners,0,0,0,star_runners
Triassic Attack,0,0,0,triassic_attack
Atomic Shark,0,0,0,atomic_shark
12 Disasters of Christmas,0,0,0,12_disasters_of_christmas
Island of Lost Women,0,0,0,island_of_lost_women
Twin Tales From THE OUTER REALM,0,0,0,twin_tales_from_the_outer_realm
One Million B.C.,0,0,0,one_million_bc
The Neptune Factor,0,0,0,the_neptune_factor
Starfish,0,0,0,starfish
The Sex Trip,0,0,0,the_sex_trip
Alien Warfare,0,0,0,alien_warfare
De Film van Dylan Haegens,0,0,0,de_film_van_dylan_haegens
Watchers 7 - The Physical Evidence,0,0,0,watchers_7_the_physical_evidence
Diamantino,0,0,0,diamantino
Assimilate,0,0,0,assimilate
Ovum,0,0,0,ovum
Cities of Last Things,0,0,0,cities_of_last_things
Freaks,0,0,0,freaks
Nekrotronic,0,0,0,nekrotronic
Depraved,0,0,0,depraved
Riot Girls,0,0,0,riot_girls
Nimona,0,0,0,nimona
Mystery Science Theater 3000: Zombie Nightmare,0,0,0,mystery_science_theater_3000_zombie_nightmare
The Rage,0,0,0,the_rage
The Little Vampire,0,0,0,the_little_vampire
Robocroc,0,0,0,robocroc
D-52,0,0,0,d_52
She Dies Tomorrow,0,0,0,she_dies_tomorrow
Space Jam: A New Legacy,0,0,0,space_jam_a_new_legacy
